koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag
CONFIRMED,10.37168928,0.537,3.035,1.25E+03,3.2,0.0873,720,63.68,64.5,5121,4.457,0.888,15.193
CONFIRMED,3.96996298,0.836,1.1757,2.99E+02,1.78,0.046,992,229.37,15,5121,4.457,0.888,15.193
CONFIRMED,4.40841331,0.899,5.012,5.49E+02,2.66,0.052,1139,398,45.1,6007,4.457,0.961,15.662
FALSE POSITIVE,7.9426176,0.942,6.703,1.59E+03,4.68,0.0789,878,140.57,60.4,5811,4.521,0.926,15.26
CONFIRMED,226.8904775,0.731,7.558,3.14E+03,4.53,0.6732,236,0.73,46.8,5067,4.585,0.75,15.859
FALSE POSITIVE,1.956811408,1.091,2.1958,2.49E+04,21.58,0.0259,1109,357.16,125.4,5209,4.657,0.603,15.533
CANDIDATE,2.688899233,0.001,2.11275,3.75E+04,12.04,0.0335,929,175.76,1011.6,4820,4.667,0.639,15.766
CONFIRMED,9.439459486,0.049,2.8979,3.04E+03,4.16,0.0837,686,52.32,175.2,5097,4.597,0.779,15.067
CONFIRMED,11.52306746,0,3.8757,5.07E+02,3.13,0.1017,927,174.81,142,5644,4.162,1.411,12.346
CONFIRMED,20.47748843,0.497,2.8364,1.38E+03,2.92,0.1402,530,18.65,52.7,5097,4.597,0.779,15.067
CONFIRMED,3.336123113,0.252,1.9616,5.16E+02,1.74,0.0418,970,209.79,41.6,5097,4.597,0.779,15.067
CONFIRMED,8.01078456,0.192,2.312,1.33E+03,1.72,0.0616,453,9.9,48.5,3713,4.779,0.47,15.847
CONFIRMED,12.07134205,0.014,4.3224,7.59E+02,1.29,0.0809,395,5.74,31,3713,4.779,0.47,15.847
CONFIRMED,20.99587872,0.228,2.6333,7.67E+02,1.3,0.117,328,2.74,18.2,3713,4.779,0.47,15.847
CONFIRMED,7.41113177,0.712,2.5242,6.21E+02,2.45,0.0748,905,158.11,50.4,5849,4.517,0.919,15.031
FALSE POSITIVE,1.000747038,0.908,0.9967,1.82E+03,4.14,0.0175,1620,1635.2,147.4,5472,4.499,0.79,15.419
CONFIRMED,8.884922995,0.069,2.07004,1.61E+04,10.51,0.0786,770,83.21,388.2,5332,4.5,0.843,15.264
CONFIRMED,8.09888906,0.018,4.20241,6.91E+03,8.95,0.0832,986,223.19,435.9,6214,4.442,1.076,15.261
CONFIRMED,10.00653012,0.862,5.344,9.36E+02,3.52,0.0933,876,139.21,71.9,6063,4.47,1.001,15.063
CONFIRMED,17.85522168,0.075,7.41287,9.07E+03,13.16,0.1491,911,163.04,915.7,6823,4.308,1.367,11.353
CANDIDATE,12.73262407,0.811,2.2083,6.47E+03,4.87,0.0881,432,8.22,210.5,3950,4.721,0.541,15.75
CANDIDATE,83.92494032,0.658,6.7904,7.96E+03,4.78,0.3031,226,0.62,182.1,3960,4.746,0.509,15.754
CONFIRMED,5.007316661,0.344,4.2362,6.93E+03,6.96,0.0556,998,234.28,431.4,5865,4.563,0.827,15.813
CONFIRMED,2.211116989,0.69,1.6485,7.24E+02,1.85,0.0294,931,177.19,42.6,4500,4.656,0.646,15.791
CONFIRMED,27.9541337,0.063,3.95,9.43E+02,1.9,0.1593,400,6.04,25.4,4500,4.656,0.646,15.791
CONFIRMED,12.69104387,0.008,3.7727,2.52E+02,2.57,0.1072,1008,244.3,60.2,5869,4.024,1.626,12.935
FALSE POSITIVE,4.409409243,0.028,3.8636,1.29E+04,10.95,0.0491,1101,347.06,85.8,5600,4.368,0.975,15.403
CONFIRMED,16.23947096,0.043,4.0374,2.59E+03,4.14,0.1229,598,30.14,123.8,5191,4.564,0.837,15.258
CONFIRMED,6.308201629,0.03,2.9785,1.33E+03,2.96,0.0654,819,106.44,86.2,5191,4.564,0.837,15.258
CONFIRMED,2.052349884,0.437,2.0778,1.43E+04,13.12,0.0322,1497,1183.18,1072.1,5855,4.393,1.08,15.257
CONFIRMED,9.7704486,0.09,2.4517,1.90E+03,2.23,0.0714,460,10.59,58,3906,4.73,0.509,15.777
CONFIRMED,5.169804269,0.351,2.153,1.04E+03,1.66,0.0467,569,24.75,41.4,3906,4.73,0.509,15.777
CONFIRMED,21.22261195,0.02,6.5093,3.66E+02,2.48,0.1506,771,83.56,114.9,5945,4.213,1.302,12.365
CONFIRMED,20.09017037,0.886,4.154,1.43E+03,2.25,0.1154,362,4.05,36.9,3906,4.73,0.509,15.777
CONFIRMED,7.11373257,0.334,2.1764,8.08E+02,1.16,0.0551,429,8.01,44.4,3561,4.855,0.411,15.234
CONFIRMED,3.306551643,0.001,1.8177,5.09E+02,0.91,0.0331,554,22.19,37.8,3561,4.855,0.411,15.234
CONFIRMED,15.36845737,0.115,2.4714,7.56E+02,1.11,0.0922,332,2.86,30.9,3561,4.855,0.411,15.234
CONFIRMED,13.81020318,0.791,3.048,1.31E+03,4.56,0.1131,833,113.75,46.2,5942,4.327,1.142,15.425
CONFIRMED,4.093578461,0.93,2.5833,5.39E+02,2.85,0.0514,1182,461.07,36.4,6077,4.471,0.999,15.399
CONFIRMED,105.145959,0.964,8.593,6.85E+02,3.43,0.4471,401,6.09,15.4,6077,4.471,0.999,15.399
CONFIRMED,10.8484518,0.21,2.9993,1.68E+03,2.34,0.0815,499,14.66,64.5,4201,4.682,0.591,15.058
CONFIRMED,6.66833241,0.644,1.915,3.62E+02,1.18,0.0589,587,28.06,14.2,4201,4.682,0.591,15.058
CONFIRMED,4.082274889,0.093,3.23015,1.79E+04,10.55,0.0479,1016,251.48,1669.1,5655,4.581,0.794,15.198
CANDIDATE,3.886655224,0.649,3.1646,5.82E+02,1.87,0.0451,1010,246.29,48.1,5662,4.61,0.738,15.371
CONFIRMED,42.1406089,0.045,5.083,8.96E+02,1.85,0.2095,349,3.49,21.6,4500,4.656,0.646,15.791
CONFIRMED,4.617490562,0.649,2.2618,5.76E+02,1.62,0.048,728,66.47,28.1,4500,4.656,0.646,15.791
CONFIRMED,10.19849255,0.714,2.4283,6.34E+02,1.75,0.0814,559,23.11,21.4,4500,4.656,0.646,15.791
FALSE POSITIVE,5.795063956,0.949,3.2496,1.69E+03,4.33,0.0613,950,192.74,119.4,5865,4.563,0.827,15.289
CONFIRMED,7.15681552,0.45,2.5882,8.67E+02,2.47,0.0675,782,88.23,47.7,5029,4.494,0.838,15.46
CONFIRMED,17.64830851,0.653,2.0873,7.63E+02,2.43,0.1232,579,26.49,23.8,5029,4.494,0.838,15.46
CONFIRMED,4.14810719,0.093,2.535,1.75E+02,1.08,0.0469,938,182.76,12.9,5029,4.494,0.838,15.46
CONFIRMED,16.51410989,0.395,4.1575,9.74E+02,2.72,0.1199,655,43.57,55.9,5527,4.488,0.866,15.223
CONFIRMED,30.1329298,0.839,5.172,1.02E+03,3.14,0.179,536,19.55,44.8,5527,4.488,0.866,15.223
CONFIRMED,4.79090809,0.11,2.603,2.51E+02,1.36,0.0525,990,227.24,21.2,5527,4.488,0.866,15.223
CONFIRMED,31.71981013,0.125,4.819,3.63E+02,3.09,0.1975,743,71.97,63.1,5869,4.024,1.626,12.935
CONFIRMED,99.6415962,0.028,4.448,9.53E+02,2.64,0.3973,360,3.97,22.7,5527,4.488,0.866,15.223
CONFIRMED,4.708326451,0.061,3.16114,7.91E+03,10.6,0.0539,1162,431.02,633.4,5560,4.246,1.21,15.113
FALSE POSITIVE,16.37198661,9.303,3.8449,4.15E+03,540.37,0.1052,438,8.71,54.5,4187,4.656,0.592,15.654
CONFIRMED,5.392026903,0.314,2.9804,1.15E+03,2.68,0.0583,850,123.33,77.4,5198,4.589,0.801,15.651
CANDIDATE,2.494170338,0.095,1.1221,8.64E+02,2.42,0.0351,1194,480.19,69.2,5569,4.566,0.829,15.251
CONFIRMED,6.491682808,0.535,4.301,7.16E+03,9.66,0.0715,1062,301.54,502.3,6123,4.413,1.107,15.649
FALSE POSITIVE,3.044770796,1.252,10.0134,1.70E+03,24.54,0.0386,1076,317.36,203.5,5525,4.603,0.753,15.621
CONFIRMED,3.855603916,0.348,3.2179,1.67E+04,13.61,0.0505,1212,508.65,1173.9,6033,4.46,1.046,15.272
FALSE POSITIVE,3.855599139,0.864,3.183,1.03E+03,3.57,0.0493,1158,425.74,90.1,5936,4.501,0.965,15.054
CONFIRMED,38.47876629,0.003,5.04169,2.35E+04,13.26,0.2213,484,13.01,1077.8,5510,4.539,0.879,13.779
FALSE POSITIVE,37.60166128,0.408,8.30604,5.91E+04,27.22,0.219,606,31.86,1667.3,6140,4.354,1.096,15.505
CONFIRMED,3.314947362,0.799,1.8007,1.40E+03,3.94,0.0433,1155,421.03,123.5,5609,4.481,0.944,15.142
FALSE POSITIVE,6.71969089,0.985,3.0231,9.70E+02,4.37,0.0654,952,194.18,45.4,5931,4.479,0.866,15.172
CONFIRMED,39.6431552,0.062,6.5292,1.57E+04,10.98,0.215,472,11.74,690.3,5231,4.455,0.9,15.011
FALSE POSITIVE,51.42598578,0.203,16.9422,6.61E+04,29.66,0.2904,549,21.4,1843.8,6257,4.41,1.147,15.631
CONFIRMED,21.80451611,0.751,3.4097,1.14E+03,2.6,0.1406,543,20.48,49.9,5481,4.629,0.708,15.067
CONFIRMED,10.28194593,0.168,3.4366,1.11E+03,2.53,0.088,680,50.6,55,5196,4.593,0.775,15.532
CONFIRMED,18.11993039,0.206,4.2309,1.51E+03,2.95,0.1284,563,23.77,60.7,5196,4.593,0.775,15.532
CONFIRMED,3.78402867,0.691,1.9012,4.26E+02,1.7,0.0452,949,191.78,25.6,5196,4.593,0.775,15.532
CONFIRMED,5.15448142,0.933,3.228,6.98E+02,2.94,0.0546,964,204.1,48.1,5431,4.457,0.884,15.365
FALSE POSITIVE,33.80364366,0.023,11.4813,1.35E+04,20.7,0.216,745,72.71,529.9,5855,3.999,1.796,13.109
CONFIRMED,5.743469797,0.001,3.4412,1.24E+03,3.13,0.0625,982,219.95,79.7,5897,4.531,0.891,15.543
CANDIDATE,39.4759093,0.938,2.968,1.01E+03,4.06,0.2338,577,26.13,26.6,6225,4.45,1.031,15.229
FALSE POSITIVE,19.97448524,0.886,4.23479,4.03E+04,26.56,0.1476,700,56.84,1398.8,6108,4.471,0.997,15.217
CONFIRMED,3.166353562,0.032,3.3129,1.47E+03,3.82,0.0432,1273,621.92,128.3,6007,4.47,0.998,15.603
FALSE POSITIVE,23.89963441,1.245,3.81881,2.10E+04,44.04,0.162,652,42.8,547.8,6192,4.503,0.924,15.453
CONFIRMED,3.388012244,0.433,2.6849,2.80E+02,2.11,0.0434,1315,705.93,30.6,5553,4.221,1.25,15.065
CONFIRMED,5.83909761,0.341,3.1915,2.74E+02,2.06,0.0624,1097,341.48,25.2,5553,4.221,1.25,15.065
CONFIRMED,1.620467654,0.271,2.1888,1.60E+02,1.57,0.0265,1681,1893.42,22.7,5553,4.221,1.25,15.065
CONFIRMED,10.6816951,0.646,3.605,3.08E+02,2.3,0.0933,897,152.75,21.9,5553,4.221,1.25,15.065
CONFIRMED,6.104849417,0.041,4.6912,2.09E+03,3.18,0.0583,784,89.25,293.7,5085,4.584,0.712,15.017
CONFIRMED,3.578780566,0.079,2.91089,1.14E+04,10.43,0.045,1145,406.6,1838.4,5524,4.421,0.994,13.938
FALSE POSITIVE,3.187067566,1.234,3.119,1.04E+03,23.88,0.0403,1079,319.76,37.2,5450,4.552,0.811,15.653
CONFIRMED,5.826657508,0.033,2.9183,1.54E+03,4.09,0.0622,1013,248.57,81.1,5561,4.362,1.06,15.843
CONFIRMED,12.41216347,0.021,3.739,6.11E+02,2.58,0.103,787,90.65,25.6,5561,4.362,1.06,15.843
CONFIRMED,18.74649011,0.508,3.895,7.97E+02,3.05,0.1355,686,52.38,26.7,5561,4.362,1.06,15.843
CONFIRMED,20.86021229,0.066,5.1937,1.91E+03,5.5,0.1462,781,87.76,117,6035,4.22,1.257,15.237
CONFIRMED,42.63427848,0.142,6.1998,1.72E+03,5.22,0.2355,615,33.82,78.7,6035,4.22,1.257,15.237
CONFIRMED,87.6476068,0.147,8.871,1.01E+03,4,0.3807,484,12.94,37.5,6035,4.22,1.257,15.237
CANDIDATE,9.61731426,0.331,3.8692,2.34E+02,1.94,0.0873,1010,246.13,18.2,6035,4.22,1.257,15.237
CONFIRMED,9.467821474,0.081,2.4327,2.24E+03,2.13,0.0691,407,6.47,124.7,3582,4.807,0.458,15.073
CONFIRMED,0.893040969,0.009,1.0981,7.42E+02,1.24,0.0143,893,151.14,87.8,3582,4.807,0.458,15.073
CONFIRMED,4.942783419,0.566,3.25346,1.11E+04,10.62,0.0569,1008,244.42,2040.7,5514,4.459,0.978,13.758
CONFIRMED,20.83426731,0.256,4.0454,9.88E+02,2.74,0.1483,595,29.62,45.1,5537,4.549,0.88,15.412
CONFIRMED,9.94602357,0.035,3.3862,9.95E+02,3.12,0.0864,807,100.34,51,5344,4.365,1.013,15.596
CONFIRMED,1.04562195,0.037,1.8955,2.13E+02,1.45,0.0192,1710,2031.84,25.3,5344,4.365,1.013,15.596
CONFIRMED,5.71462396,0.503,2.336,2.98E+02,1.78,0.0597,971,210.16,16.7,5344,4.365,1.013,15.596
FALSE POSITIVE,102.9641952,0.922,15.735,1.90E+03,39,0.5554,797,95.4,86.1,5047,3.066,7.119,13.608
CONFIRMED,8.14515981,0.965,5.073,4.47E+02,3.43,0.076,1050,287.91,32.2,5896,4.197,1.24,14.925
CONFIRMED,18.9985279,1.3,4.529,4.31E+02,43.17,0.1337,792,93.03,16.9,5896,4.197,1.24,14.925
CONFIRMED,4.24439049,0.949,3.282,1.74E+02,2.07,0.0492,1305,686.99,15.1,5896,4.197,1.24,14.925
CANDIDATE,90.1240507,0.698,11.649,3.02E+03,7.12,0.427,485,13.09,57.9,6520,4.375,1.215,14.96
CONFIRMED,28.5742692,0.068,4.9427,8.25E+02,2.32,0.1681,538,19.83,97.1,5551,4.508,0.812,13.771
CANDIDATE,856.672115,0.1158,23.144,8.58E+02,3.87,1.8045,242,0.81,39.2,6449,4.232,1.309,13.997
CANDIDATE,0.689210173,0.154,1.6169,1.95E+02,1.32,0.0156,1943,3362.71,93.4,5630,4.505,0.954,13.248
CONFIRMED,7.34373964,0.185,1.1784,5.74E+02,1.84,0.0697,839,117.5,32.2,5757,4.597,0.762,14.657
FALSE POSITIVE,0.445277068,1.2962,3.539,1.87E+02,35.74,0.012,2562,10177.11,28.9,6167,4.444,1.064,15.343
FALSE POSITIVE,0.379463865,1.246,0.86896,1.97E+03,59.56,0.0099,3000,19256.81,458.6,5075,3.892,1.783,13.787
FALSE POSITIVE,9.88047978,1.02,2.78458,1.85E+04,23.6,0.0901,860,129.45,534.5,6113,4.512,0.917,15.212
FALSE POSITIVE,4.6484156,0.968,38.1939,1.28E+02,5.06,0.0647,2259,6152.88,91.7,6980,3.577,3.482,10.963
FALSE POSITIVE,17.51201477,0.994,1.8248,4.51E+03,13.66,0.132,804,98.77,322.3,6224,4.33,1.132,12.336
CANDIDATE,3.9886021,0.06,1.7376,6.74E+02,34.39,0.0622,3145,23135.72,37.1,4813,2.472,13.652,6.974
CANDIDATE,0.533059312,1.263,1.8621,1.50E+03,133.56,0.0167,5862,277887.7,179.6,8523,3.559,4.051,7.748
FALSE POSITIVE,0.525154153,1.226,2.1441,7.48E+02,23.61,0.0119,2073,4391.51,116.1,5582,4.497,0.846,15.058
FALSE POSITIVE,1.303861044,1.258,4.0541,5.98E+02,27.85,0.0224,1610,1595.19,140.6,5758,4.475,0.902,13.555
FALSE POSITIVE,0.73452496,,6.7,,,,,,,,,,13.22
FALSE POSITIVE,2.55549176,1.228,9.083,1.14E+02,23.35,0.036,1312,701.68,24.3,5948,4.508,0.901,14.554
FALSE POSITIVE,2.947376671,2.641,2.0911,4.33E+02,403.59,0.0492,2404,7903.84,62.3,8090,4.002,2.234,10.47
CONFIRMED,224.7789355,0.652,11.1899,3.49E+03,7.67,0.7456,333,2.92,235.7,5873,4.293,1.235,13.492
FALSE POSITIVE,0.890110752,0.216,0.8774,3.22E+02,1.25,0.0167,1372,838.42,19.6,4768,4.628,0.711,15.723
FALSE POSITIVE,5.76573396,0.708,2.924,2.48E+02,7.47,0.0745,1964,3518.78,22.2,5772,3.364,4.434,14.313
CONFIRMED,7.42608123,0.097,3.6379,4.43E+02,2.47,0.0778,1037,273.78,37.5,6049,4.353,1.176,14.818
CONFIRMED,15.9868932,0.533,4.158,1.79E+02,1.62,0.1297,803,98.51,10.9,6049,4.353,1.176,14.818
FALSE POSITIVE,0.73094589,1.169,4.32,2.50E+02,17.12,0.0155,1922,3248.17,37.5,5901,4.553,0.848,15.401
CONFIRMED,18.92537246,0.806,3.9835,6.41E+02,13.92,0.1694,1171,443.58,41,4941,3.317,4.885,14.604
FALSE POSITIVE,0.933749106,0.736,4.256,1.86E+02,3.22,0.0201,2863,15822.49,136.3,6215,3.849,2.188,13.079
FALSE POSITIVE,2.037440623,0.715,3.442,1.19E+02,1.19,0.0312,1572,1448.05,27,6253,4.415,1.015,14.187
CANDIDATE,129995.7784,0.7127,9.408,1.47E+03,2.99,44.9892,25,0,35.7,4500,4.572,0.726,13.447
CONFIRMED,31.5925809,0.283,13.566,1.45E+02,1.78,0.1967,688,53.09,25.5,5676,4.1,1.487,13.29
CONFIRMED,17.157236,0.238,11.284,1.10E+02,1.55,0.1309,844,119.87,23.6,5676,4.1,1.487,13.29
CONFIRMED,1.97376085,0.337,1.82542,3.02E+04,8.78,0.025,753,76.1,1252.5,3807,4.762,0.503,15.715
CANDIDATE,13.11896244,0.042,4.3045,3.72E+02,8.25,0.1376,1768,2310.43,267.4,7221,3.488,4.24,9.275
FALSE POSITIVE,4.618767792,0.766,5.9957,4.40E+03,7.48,0.0531,1170,442.78,270.1,6013,4.381,1.033,13.652
CANDIDATE,7.82187328,0.005,3.8417,4.22E+01,2.78,0.0975,2101,4601.71,37.2,7221,3.488,4.24,9.275
CANDIDATE,53.5057611,0.46,10.5616,1.96E+02,2.52,0.2934,675,49.16,71.2,6247,4.016,1.762,9.582
CONFIRMED,2.785821236,0.893,3.5599,6.89E+01,1.69,0.0408,1784,2388.98,53.6,6202,4.026,1.733,8.224
FALSE POSITIVE,52.56901867,1.197,6.7507,2.69E+04,78.54,0.3227,737,69.62,184.3,7240,4.178,1.717,9.729
FALSE POSITIVE,3.411758679,1.213,3.158,5.71E+02,14.71,0.0372,684,51.85,35.6,3995,4.71,0.561,15.258
FALSE POSITIVE,0.525426427,0.113,1.0801,3.25E+02,1.45,0.0122,2069,4349.62,63.6,5791,4.575,0.802,14.797
CONFIRMED,1.269091415,0.412,1.4647,3.41E+02,1.41,0.0214,1331,740.47,73.5,5041,4.576,0.766,13.999
CONFIRMED,2.853133997,0.698,1.465,2.77E+02,1.36,0.0367,1016,251.77,39.7,5041,4.576,0.766,13.999
CONFIRMED,6.79685353,0.62,3.1702,3.93E+02,2.01,0.0714,985,222.91,29.8,6061,4.486,0.97,15.391
FALSE POSITIVE,8.667822346,1.276,4.9658,2.12E+03,67.37,0.085,1303,681.39,187.6,6266,3.923,1.889,13.03
CONFIRMED,1.475323222,0.136,2.3155,1.55E+02,5.88,0.0309,2740,13331.51,27.2,4941,3.317,4.885,14.604
CONFIRMED,4.15246118,0.639,2.5755,2.23E+02,7.62,0.0616,1941,3354.56,24.5,4941,3.317,4.885,14.604
FALSE POSITIVE,6.7210783,,7.46,,,,,,,,,,14.792
CONFIRMED,8.7348852,0.314,4.49,2.71E+02,1.59,0.0843,890,148.62,24.8,5982,4.493,0.96,14.794
FALSE POSITIVE,10.26547688,0.69,3.733,4.00E+02,1.81,0.0909,770,83.13,20.1,5699,4.553,0.853,15.212
CANDIDATE,13.4471791,0.963,3.0454,1.43E+03,5.24,0.1109,848,122.34,105.3,6276,4.405,1.041,14
FALSE POSITIVE,3.305577989,1.145,2.5903,1.80E+04,25.89,0.0399,1027,263.55,39.6,5534,4.629,0.707,15.537
FALSE POSITIVE,4.800653901,0.785,9.0419,1.53E+04,16.91,0.06,1347,778.45,298,6715,4.347,1.241,13.32
FALSE POSITIVE,15.06649901,1.018,5.9885,3.63E+04,56.44,0.1206,932,177.96,154.6,5751,4.028,1.626,13.855
FALSE POSITIVE,34.82008158,0.663,11.1711,1.88E+04,11.36,0.1894,459,10.49,882.6,5114,4.522,0.784,15.187
FALSE POSITIVE,0.651784374,1.224,2.0141,2.78E+03,33.65,0.0146,2090,4500.59,195.2,5555,4.375,1.061,14.997
FALSE POSITIVE,1.353771892,1.203,7.012,1.35E+03,430.99,0.0234,4903,136609.48,76.7,4283,2.012,15.76,10.523
FALSE POSITIVE,18.95491633,1.228,24.249,8.68E+02,71.39,0.1539,1139,397.48,249.3,6362,3.761,2.534,10.988
FALSE POSITIVE,4.348866254,1.187,3.2797,6.26E+02,2436.69,0.062,6421,401588.95,56.3,3598,0.65,101.451,10.68
FALSE POSITIVE,47.93094546,1.272,2.6897,2.14E+03,68.02,0.3108,905,158.41,221.1,8214,4.104,1.938,10.376
FALSE POSITIVE,3.99751422,0.0303,3.686,3.28E+01,2.98,0.0548,2203,5563.95,6.1,5066,3.122,5.324,10.733
FALSE POSITIVE,1.592633181,0.003,5.5605,6.33E+02,1.56,0.0232,1053,290.51,66.9,4506,4.626,0.651,15.47
CONFIRMED,67.5923754,0.728,12.249,4.16E+03,12.1,0.3582,588,28.2,60.9,6038,4.082,1.744,13.675
CONFIRMED,17.02902786,0.202,4.645,5.69E+02,2.54,0.1243,755,76.66,29.8,5839,4.327,1.067,15.381
CONFIRMED,6.84619236,0.077,3.529,2.47E+02,1.67,0.0677,1022,258.41,17.7,5839,4.327,1.067,15.381
CONFIRMED,67.8321638,0.027,7.358,5.08E+02,2.39,0.3123,476,12.14,15.5,5839,4.327,1.067,15.381
CONFIRMED,43.1312147,0.67,3.198,4.48E+02,2.39,0.2309,554,22.21,11.8,5839,4.327,1.067,15.381
CONFIRMED,1.224866441,0.286,1.7086,1.96E+02,1.54,0.0219,1741,2174.33,21.1,5553,4.32,1.107,15.376
CONFIRMED,37.8102649,0.061,8.733,5.70E+02,2.33,0.2188,566,24.27,35.2,6085,4.451,0.973,14.633
CONFIRMED,25.93406406,0.014,4.6142,4.15E+02,2.48,0.1749,695,55.1,42.2,5952,4.287,1.225,13.703
CONFIRMED,83.4463485,0.058,6.536,5.03E+02,2.73,0.3813,471,11.59,36.1,5952,4.287,1.225,13.703
FALSE POSITIVE,7.04710032,1.195,2.926,4.01E+02,25.2,0.071,986,223.84,24,5766,4.363,1.068,14.928
CONFIRMED,12.99204853,0.091,6.0175,2.71E+02,2.03,0.1071,866,132.94,38.7,5765,4.236,1.242,13.974
FALSE POSITIVE,11.11620211,0.937,4.211,4.84E+03,8.96,0.0998,853,125.21,115.3,6122,4.471,0.996,15.38
FALSE POSITIVE,1.922861499,0.943,3.5734,1.92E+03,5.09,0.0306,1392,884.12,103.4,5778,4.531,0.911,14.942
FALSE POSITIVE,0.635445336,1.253,1.8592,2.55E+03,19,0.0119,1177,451.42,182.2,3920,4.7,0.55,15.432
FALSE POSITIVE,1.665784138,1.27,1.8946,2.01E+03,97.27,0.0306,2636,11424.49,148,6261,3.686,2.789,11.84
FALSE POSITIVE,55.6639167,1.298,23.546,3.41E+03,34.14,0.2751,434,8.38,103.4,5587,4.528,0.853,15.593
CONFIRMED,52.09081627,0.065,8.6388,2.89E+03,7.14,0.2822,592,29.07,243.5,6198,4.237,1.324,13.914
FALSE POSITIVE,7.1548608,0.9848,7.694,7.80E+02,7.41,0.0853,1482,1141.57,24.2,7443,4.166,1.739,12.616
CONFIRMED,4.28746668,0.374,1.5693,7.90E+02,2.29,0.0501,942,186.31,19.4,5296,4.576,0.815,11.631
FALSE POSITIVE,2.002779769,0.242,2.231,2.61E+02,1.42,0.0289,1311,696.4,22.2,5346,4.44,0.892,14.606
CONFIRMED,8.18739443,0.377,3.0472,5.18E+02,1.92,0.0745,782,88.36,38.4,5251,4.494,0.849,14.138
CONFIRMED,76.0498163,0.015,7.158,4.46E+02,1.75,0.329,372,4.53,17.4,5251,4.494,0.849,14.138
CONFIRMED,3.341799486,0.426,2.9254,1.78E+02,1.67,0.0451,1356,798.41,48.8,5873,4.293,1.235,13.492
FALSE POSITIVE,3.3226948,0.4722,3.568,7.87E+01,15.33,0.0607,3859,52428.3,8.6,5234,2.41,16.959,11.899
FALSE POSITIVE,36.97708808,1.246,4.737,1.27E+03,38.6,0.2077,602,31.08,59.2,5589,4.193,1.239,13.698
FALSE POSITIVE,1.851409163,1.1117,10.232,2.33E+02,20.42,0.0312,2154,5090.14,54.4,7117,4.176,1.469,13.473
FALSE POSITIVE,1.303859704,0.674,2.8239,3.67E+01,0.98,0.0239,2393,7759.2,34.7,6802,4.103,1.521,11.558
FALSE POSITIVE,145.5624926,1.274,5.4126,2.93E+03,40.15,0.5364,387,5.33,58.1,6148,4.346,1.095,13.884
CONFIRMED,3.749105745,0.942,1.9826,1.83E+02,1.68,0.047,1160,428.25,38,5751,4.447,0.983,13.333
CONFIRMED,11.08956602,0.02,6.2877,1.48E+02,3.51,0.1114,1422,965.62,38.9,6353,3.698,2.867,12.808
CANDIDATE,7.37290344,0.993,2.172,2.05E+02,2.67,0.0737,1004,240.11,19.1,5973,4.371,1.07,13.835
FALSE POSITIVE,7.24476126,0.04,2.3145,5.80E+01,0.65,0.07,837,116.02,27.2,5370,4.494,0.874,11.157
CANDIDATE,119.0624882,0.968,3.1188,5.37E+03,10.4,0.4328,366,4.26,71.6,5697,4.392,0.92,15.289
CONFIRMED,8.70798309,0.063,2.4904,1.42E+03,2.01,0.0695,543,20.59,28.1,4362,4.722,0.554,15.842
CANDIDATE,14.8623076,0.324,3.161,8.40E+02,1.57,0.0993,454,10.08,14.4,4362,4.722,0.554,15.842
CONFIRMED,4.17634276,0.142,2.335,5.32E+02,1.23,0.0426,694,54.8,14.9,4362,4.722,0.554,15.842
CONFIRMED,27.40229859,0.022,6.8491,7.48E+02,3.63,0.1839,734,68.46,79.3,6198,4.237,1.324,13.914
CONFIRMED,3.179267286,0.171,1.0246,2.01E+02,1.21,0.0418,1101,347.01,41,5511,4.554,0.857,12.55
CONFIRMED,10.38122447,0.319,2.715,8.02E+02,2.18,0.0871,672,48.37,41.9,5095,4.566,0.78,13.562
CONFIRMED,24.5709023,0.945,3.587,7.64E+02,2.82,0.1547,505,15.33,26.3,5095,4.566,0.78,13.562
FALSE POSITIVE,81.221876,1.01,4.1135,9.88E+03,16.59,0.362,385,5.2,63,5619,4.536,0.874,15.488
FALSE POSITIVE,0.817026268,0.01,2.0799,1.15E+03,2.92,0.0169,1784,2386.13,121.1,5619,4.536,0.874,15.488
CONFIRMED,3.024092505,0.424,2.8021,7.77E+03,12.14,0.0438,1489,1162.54,1225.3,6063,4.261,1.358,13.958
FALSE POSITIVE,5.670155713,1.267,0.9361,5.37E+02,5.85,0.034,341,3.21,37.3,3337,5.126,0.183,13.783
CONFIRMED,1.022678654,0.019,1.3712,1.29E+02,1.14,0.019,1734,2138.47,21.6,5366,4.363,1.02,14.803
CONFIRMED,12.10968709,0.924,6.3461,2.85E+02,2.98,0.1019,1005,240.8,33.4,6021,4.093,1.458,14.348
CONFIRMED,4.75796103,0.621,4.66,1.25E+02,1.7,0.0547,1372,835.65,20.9,6021,4.093,1.458,14.348
CONFIRMED,20.4972755,0.966,8.536,2.43E+02,2.96,0.1447,843,119.42,22.8,6021,4.093,1.458,14.348
FALSE POSITIVE,13.55480534,0.497,2.288,4.83E+01,0.62,0.1062,679,50.41,16.5,5370,4.494,0.874,11.157
FALSE POSITIVE,29.74454668,0.337,23.2842,6.69E+04,20.06,0.1773,455,10.1,765,4889,4.569,0.788,11.753
